"","year","month","financial_year","state","loan_type","value_type","unit","series_type","housing_finance"
"7542",2013,12,"2013-14","Australian Capital Territory","investor","Value","$ Millions","Seasonally Adjusted",362.2
"7543",2013,12,"2013-14","Total Australia","investor","Number","Number","Trend",NA
"7544",2013,12,"2013-14","New South Wales","investor","Number","Number","Trend",NA
"7545",2013,12,"2013-14","Victoria","investor","Number","Number","Trend",NA
"7546",2013,12,"2013-14","Queensland","investor","Number","Number","Trend",NA
"7547",2013,12,"2013-14","South Australia","investor","Number","Number","Trend",NA
"7548",2013,12,"2013-14","Western Australia","investor","Number","Number","Trend",NA
"7549",2013,12,"2013-14","Tasmania","investor","Number","Number","Trend",NA
"7550",2013,12,"2013-14","Northern Territory","investor","Number","Number","Trend",NA
"7551",2013,12,"2013-14","Australian Capital Territory","investor","Number","Number","Trend",NA
"7552",2013,12,"2013-14","Total Australia","investor","Value","$ Millions","Trend",21521.2
"7553",2013,12,"2013-14","New South Wales","investor","Value","$ Millions","Trend",8554.7
"7554",2013,12,"2013-14","Victoria","investor","Value","$ Millions","Trend",5163.7
"7555",2013,12,"2013-14","Queensland","investor","Value","$ Millions","Trend",3651.8
"7556",2013,12,"2013-14","South Australia","investor","Value","$ Millions","Trend",1053.1
"7557",2013,12,"2013-14","Western Australia","investor","Value","$ Millions","Trend",2385.1
"7558",2013,12,"2013-14","Tasmania","investor","Value","$ Millions","Trend",141.8
"7559",2013,12,"2013-14","Northern Territory","investor","Value","$ Millions","Trend",183
"7560",2013,12,"2013-14","Australian Capital Territory","investor","Value","$ Millions","Trend",400.1
"7561",2014,3,"2013-14","Total Australia","investor","Number","Number","Original",NA
"7562",2014,3,"2013-14","New South Wales","investor","Number","Number","Original",NA
"7563",2014,3,"2013-14","Victoria","investor","Number","Number","Original",NA
"7564",2014,3,"2013-14","Queensland","investor","Number","Number","Original",NA
"7565",2014,3,"2013-14","South Australia","investor","Number","Number","Original",NA
"7566",2014,3,"2013-14","Western Australia","investor","Number","Number","Original",NA
"7567",2014,3,"2013-14","Tasmania","investor","Number","Number","Original",NA
"7568",2014,3,"2013-14","Northern Territory","investor","Number","Number","Original",NA
"7569",2014,3,"2013-14","Australian Capital Territory","investor","Number","Number","Original",NA
"7570",2014,3,"2013-14","Total Australia","investor","Value","$ Millions","Original",19915.6
"7571",2014,3,"2013-14","New South Wales","investor","Value","$ Millions","Original",7864.6
"7572",2014,3,"2013-14","Victoria","investor","Value","$ Millions","Original",4658.6
"7573",2014,3,"2013-14","Queensland","investor","Value","$ Millions","Original",3486.3
"7574",2014,3,"2013-14","South Australia","investor","Value","$ Millions","Original",958
"7575",2014,3,"2013-14","Western Australia","investor","Value","$ Millions","Original",2264
"7576",2014,3,"2013-14","Tasmania","investor","Value","$ Millions","Original",150.6
"7577",2014,3,"2013-14","Northern Territory","investor","Value","$ Millions","Original",179.5
"7578",2014,3,"2013-14","Australian Capital Territory","investor","Value","$ Millions","Original",353.9
"7579",2014,3,"2013-14","Total Australia","investor","Number","Number","Seasonally Adjusted",NA
"7580",2014,3,"2013-14","New South Wales","investor","Number","Number","Seasonally Adjusted",NA
"7581",2014,3,"2013-14","Victoria","investor","Number","Number","Seasonally Adjusted",NA
"7582",2014,3,"2013-14","Queensland","investor","Number","Number","Seasonally Adjusted",NA
"7583",2014,3,"2013-14","South Australia","investor","Number","Number","Seasonally Adjusted",NA
"7584",2014,3,"2013-14","Western Australia","investor","Number","Number","Seasonally Adjusted",NA
"7585",2014,3,"2013-14","Tasmania","investor","Number","Number","Seasonally Adjusted",NA
"7586",2014,3,"2013-14","Northern Territory","investor","Number","Number","Seasonally Adjusted",NA
"7587",2014,3,"2013-14","Australian Capital Territory","investor","Number","Number","Seasonally Adjusted",NA
"7588",2014,3,"2013-14","Total Australia","investor","Value","$ Millions","Seasonally Adjusted",22424
"7589",2014,3,"2013-14","New South Wales","investor","Value","$ Millions","Seasonally Adjusted",9136.9
"7590",2014,3,"2013-14","Victoria","investor","Value","$ Millions","Seasonally Adjusted",5227.7
"7591",2014,3,"2013-14","Queensland","investor","Value","$ Millions","Seasonally Adjusted",3773.9
"7592",2014,3,"2013-14","South Australia","investor","Value","$ Millions","Seasonally Adjusted",1029.8
"7593",2014,3,"2013-14","Western Australia","investor","Value","$ Millions","Seasonally Adjusted",2437.8
"7594",2014,3,"2013-14","Tasmania","investor","Value","$ Millions","Seasonally Adjusted",152.4
"7595",2014,3,"2013-14","Northern Territory","investor","Value","$ Millions","Seasonally Adjusted",190.2
"7596",2014,3,"2013-14","Australian Capital Territory","investor","Value","$ Millions","Seasonally Adjusted",402.4
"7597",2014,3,"2013-14","Total Australia","investor","Number","Number","Trend",NA
"7598",2014,3,"2013-14","New South Wales","investor","Number","Number","Trend",NA
"7599",2014,3,"2013-14","Victoria","investor","Number","Number","Trend",NA
"7600",2014,3,"2013-14","Queensland","investor","Number","Number","Trend",NA
"7601",2014,3,"2013-14","South Australia","investor","Number","Number","Trend",NA
"7602",2014,3,"2013-14","Western Australia","investor","Number","Number","Trend",NA
"7603",2014,3,"2013-14","Tasmania","investor","Number","Number","Trend",NA
"7604",2014,3,"2013-14","Northern Territory","investor","Number","Number","Trend",NA
"7605",2014,3,"2013-14","Australian Capital Territory","investor","Number","Number","Trend",NA
"7606",2014,3,"2013-14","Total Australia","investor","Value","$ Millions","Trend",22368.7
"7607",2014,3,"2013-14","New South Wales","investor","Value","$ Millions","Trend",9030.5
"7608",2014,3,"2013-14","Victoria","investor","Value","$ Millions","Trend",5336
"7609",2014,3,"2013-14","Queensland","investor","Value","$ Millions","Trend",3781.8
"7610",2014,3,"2013-14","South Australia","investor","Value","$ Millions","Trend",1044.1
"7611",2014,3,"2013-14","Western Australia","investor","Value","$ Millions","Trend",2447.8
"7612",2014,3,"2013-14","Tasmania","investor","Value","$ Millions","Trend",152.4
"7613",2014,3,"2013-14","Northern Territory","investor","Value","$ Millions","Trend",197.7
"7614",2014,3,"2013-14","Australian Capital Territory","investor","Value","$ Millions","Trend",374.9
"7615",2014,6,"2013-14","Total Australia","investor","Number","Number","Original",NA
"7616",2014,6,"2013-14","New South Wales","investor","Number","Number","Original",NA
"7617",2014,6,"2013-14","Victoria","investor","Number","Number","Original",NA
"7618",2014,6,"2013-14","Queensland","investor","Number","Number","Original",NA
"7619",2014,6,"2013-14","South Australia","investor","Number","Number","Original",NA
"7620",2014,6,"2013-14","Western Australia","investor","Number","Number","Original",NA
"7621",2014,6,"2013-14","Tasmania","investor","Number","Number","Original",NA
"7622",2014,6,"2013-14","Northern Territory","investor","Number","Number","Original",NA
"7623",2014,6,"2013-14","Australian Capital Territory","investor","Number","Number","Original",NA
"7624",2014,6,"2013-14","Total Australia","investor","Value","$ Millions","Original",24355.9
"7625",2014,6,"2013-14","New South Wales","investor","Value","$ Millions","Original",9873.1
"7626",2014,6,"2013-14","Victoria","investor","Value","$ Millions","Original",5899.3
"7627",2014,6,"2013-14","Queensland","investor","Value","$ Millions","Original",4026.7
"7628",2014,6,"2013-14","South Australia","investor","Value","$ Millions","Original",1096.6
"7629",2014,6,"2013-14","Western Australia","investor","Value","$ Millions","Original",2712.9
"7630",2014,6,"2013-14","Tasmania","investor","Value","$ Millions","Original",168.7
"7631",2014,6,"2013-14","Northern Territory","investor","Value","$ Millions","Original",202.1
"7632",2014,6,"2013-14","Australian Capital Territory","investor","Value","$ Millions","Original",376.4
"7633",2014,6,"2013-14","Total Australia","investor","Number","Number","Seasonally Adjusted",NA
"7634",2014,6,"2013-14","New South Wales","investor","Number","Number","Seasonally Adjusted",NA
"7635",2014,6,"2013-14","Victoria","investor","Number","Number","Seasonally Adjusted",NA
"7636",2014,6,"2013-14","Queensland","investor","Number","Number","Seasonally Adjusted",NA
"7637",2014,6,"2013-14","South Australia","investor","Number","Number","Seasonally Adjusted",NA
"7638",2014,6,"2013-14","Western Australia","investor","Number","Number","Seasonally Adjusted",NA
"7639",2014,6,"2013-14","Tasmania","investor","Number","Number","Seasonally Adjusted",NA
"7640",2014,6,"2013-14","Northern Territory","investor","Number","Number","Seasonally Adjusted",NA
"7641",2014,6,"2013-14","Australian Capital Territory","investor","Number","Number","Seasonally Adjusted",NA
"7642",2014,6,"2013-14","Total Australia","investor","Value","$ Millions","Seasonally Adjusted",22662.2
"7643",2014,6,"2013-14","New South Wales","investor","Value","$ Millions","Seasonally Adjusted",9169.8
"7644",2014,6,"2013-14","Victoria","investor","Value","$ Millions","Seasonally Adjusted",5506.7
"7645",2014,6,"2013-14","Queensland","investor","Value","$ Millions","Seasonally Adjusted",3803.3
"7646",2014,6,"2013-14","South Australia","investor","Value","$ Millions","Seasonally Adjusted",1036.8
"7647",2014,6,"2013-14","Western Australia","investor","Value","$ Millions","Seasonally Adjusted",2462.8
"7648",2014,6,"2013-14","Tasmania","investor","Value","$ Millions","Seasonally Adjusted",162.3
"7649",2014,6,"2013-14","Northern Territory","investor","Value","$ Millions","Seasonally Adjusted",201.9
"7650",2014,6,"2013-14","Australian Capital Territory","investor","Value","$ Millions","Seasonally Adjusted",344.5
"7651",2014,6,"2013-14","Total Australia","investor","Number","Number","Trend",NA
"7652",2014,6,"2013-14","New South Wales","investor","Number","Number","Trend",NA
"7653",2014,6,"2013-14","Victoria","investor","Number","Number","Trend",NA
"7654",2014,6,"2013-14","Queensland","investor","Number","Number","Trend",NA
"7655",2014,6,"2013-14","South Australia","investor","Number","Number","Trend",NA
"7656",2014,6,"2013-14","Western Australia","investor","Number","Number","Trend",NA
"7657",2014,6,"2013-14","Tasmania","investor","Number","Number","Trend",NA
"7658",2014,6,"2013-14","Northern Territory","investor","Number","Number","Trend",NA
"7659",2014,6,"2013-14","Australian Capital Territory","investor","Number","Number","Trend",NA
"7660",2014,6,"2013-14","Total Australia","investor","Value","$ Millions","Trend",23151.5
"7661",2014,6,"2013-14","New South Wales","investor","Value","$ Millions","Trend",9473.2
"7662",2014,6,"2013-14","Victoria","investor","Value","$ Millions","Trend",5493.8
"7663",2014,6,"2013-14","Queensland","investor","Value","$ Millions","Trend",3860.3
"7664",2014,6,"2013-14","South Australia","investor","Value","$ Millions","Trend",1049.8
"7665",2014,6,"2013-14","Western Australia","investor","Value","$ Millions","Trend",2518.1
"7666",2014,6,"2013-14","Tasmania","investor","Value","$ Millions","Trend",164.4
"7667",2014,6,"2013-14","Northern Territory","investor","Value","$ Millions","Trend",208.3
"7668",2014,6,"2013-14","Australian Capital Territory","investor","Value","$ Millions","Trend",357.3
"7669",2014,9,"2014-15","Total Australia","investor","Number","Number","Original",NA
"7670",2014,9,"2014-15","New South Wales","investor","Number","Number","Original",NA
"7671",2014,9,"2014-15","Victoria","investor","Number","Number","Original",NA
"7672",2014,9,"2014-15","Queensland","investor","Number","Number","Original",NA
"7673",2014,9,"2014-15","South Australia","investor","Number","Number","Original",NA
"7674",2014,9,"2014-15","Western Australia","investor","Number","Number","Original",NA
"7675",2014,9,"2014-15","Tasmania","investor","Number","Number","Original",NA
"7676",2014,9,"2014-15","Northern Territory","investor","Number","Number","Original",NA
"7677",2014,9,"2014-15","Australian Capital Territory","investor","Number","Number","Original",NA
"7678",2014,9,"2014-15","Total Australia","investor","Value","$ Millions","Original",24110.2
"7679",2014,9,"2014-15","New South Wales","investor","Value","$ Millions","Original",10149
"7680",2014,9,"2014-15","Victoria","investor","Value","$ Millions","Original",5661
"7681",2014,9,"2014-15","Queensland","investor","Value","$ Millions","Original",3968.6
"7682",2014,9,"2014-15","South Australia","investor","Value","$ Millions","Original",1075.1
"7683",2014,9,"2014-15","Western Australia","investor","Value","$ Millions","Original",2519.3
"7684",2014,9,"2014-15","Tasmania","investor","Value","$ Millions","Original",172.9
"7685",2014,9,"2014-15","Northern Territory","investor","Value","$ Millions","Original",221.6
"7686",2014,9,"2014-15","Australian Capital Territory","investor","Value","$ Millions","Original",342.7
"7687",2014,9,"2014-15","Total Australia","investor","Number","Number","Seasonally Adjusted",NA
"7688",2014,9,"2014-15","New South Wales","investor","Number","Number","Seasonally Adjusted",NA
"7689",2014,9,"2014-15","Victoria","investor","Number","Number","Seasonally Adjusted",NA
"7690",2014,9,"2014-15","Queensland","investor","Number","Number","Seasonally Adjusted",NA
"7691",2014,9,"2014-15","South Australia","investor","Number","Number","Seasonally Adjusted",NA
"7692",2014,9,"2014-15","Western Australia","investor","Number","Number","Seasonally Adjusted",NA
"7693",2014,9,"2014-15","Tasmania","investor","Number","Number","Seasonally Adjusted",NA
"7694",2014,9,"2014-15","Northern Territory","investor","Number","Number","Seasonally Adjusted",NA
"7695",2014,9,"2014-15","Australian Capital Territory","investor","Number","Number","Seasonally Adjusted",NA
"7696",2014,9,"2014-15","Total Australia","investor","Value","$ Millions","Seasonally Adjusted",24259.8
"7697",2014,9,"2014-15","New South Wales","investor","Value","$ Millions","Seasonally Adjusted",10098.3
"7698",2014,9,"2014-15","Victoria","investor","Value","$ Millions","Seasonally Adjusted",5709.5
"7699",2014,9,"2014-15","Queensland","investor","Value","$ Millions","Seasonally Adjusted",3960.2
"7700",2014,9,"2014-15","South Australia","investor","Value","$ Millions","Seasonally Adjusted",1088
"7701",2014,9,"2014-15","Western Australia","investor","Value","$ Millions","Seasonally Adjusted",2560.2
"7702",2014,9,"2014-15","Tasmania","investor","Value","$ Millions","Seasonally Adjusted",175.7
"7703",2014,9,"2014-15","Northern Territory","investor","Value","$ Millions","Seasonally Adjusted",222.3
"7704",2014,9,"2014-15","Australian Capital Territory","investor","Value","$ Millions","Seasonally Adjusted",348.3
"7705",2014,9,"2014-15","Total Australia","investor","Number","Number","Trend",NA
"7706",2014,9,"2014-15","New South Wales","investor","Number","Number","Trend",NA
"7707",2014,9,"2014-15","Victoria","investor","Number","Number","Trend",NA
"7708",2014,9,"2014-15","Queensland","investor","Number","Number","Trend",NA
"7709",2014,9,"2014-15","South Australia","investor","Number","Number","Trend",NA
"7710",2014,9,"2014-15","Western Australia","investor","Number","Number","Trend",NA
"7711",2014,9,"2014-15","Tasmania","investor","Number","Number","Trend",NA
"7712",2014,9,"2014-15","Northern Territory","investor","Number","Number","Trend",NA
"7713",2014,9,"2014-15","Australian Capital Territory","investor","Number","Number","Trend",NA
"7714",2014,9,"2014-15","Total Australia","investor","Value","$ Millions","Trend",24142.6
"7715",2014,9,"2014-15","New South Wales","investor","Value","$ Millions","Trend",10124.2
"7716",2014,9,"2014-15","Victoria","investor","Value","$ Millions","Trend",5744.9
"7717",2014,9,"2014-15","Queensland","investor","Value","$ Millions","Trend",3897.5
"7718",2014,9,"2014-15","South Australia","investor","Value","$ Millions","Trend",1087
"7719",2014,9,"2014-15","Western Australia","investor","Value","$ Millions","Trend",2539.4
"7720",2014,9,"2014-15","Tasmania","investor","Value","$ Millions","Trend",174.5
"7721",2014,9,"2014-15","Northern Territory","investor","Value","$ Millions","Trend",208.5
"7722",2014,9,"2014-15","Australian Capital Territory","investor","Value","$ Millions","Trend",358.6
"7723",2014,12,"2014-15","Total Australia","investor","Number","Number","Original",NA
"7724",2014,12,"2014-15","New South Wales","investor","Number","Number","Original",NA
"7725",2014,12,"2014-15","Victoria","investor","Number","Number","Original",NA
"7726",2014,12,"2014-15","Queensland","investor","Number","Number","Original",NA
"7727",2014,12,"2014-15","South Australia","investor","Number","Number","Original",NA
"7728",2014,12,"2014-15","Western Australia","investor","Number","Number","Original",NA
"7729",2014,12,"2014-15","Tasmania","investor","Number","Number","Original",NA
"7730",2014,12,"2014-15","Northern Territory","investor","Number","Number","Original",NA
"7731",2014,12,"2014-15","Australian Capital Territory","investor","Number","Number","Original",NA
"7732",2014,12,"2014-15","Total Australia","investor","Value","$ Millions","Original",26556.4
"7733",2014,12,"2014-15","New South Wales","investor","Value","$ Millions","Original",11741.4
"7734",2014,12,"2014-15","Victoria","investor","Value","$ Millions","Original",6318.5
"7735",2014,12,"2014-15","Queensland","investor","Value","$ Millions","Original",4012.3
"7736",2014,12,"2014-15","South Australia","investor","Value","$ Millions","Original",1178.8
"7737",2014,12,"2014-15","Western Australia","investor","Value","$ Millions","Original",2524.7
"7738",2014,12,"2014-15","Tasmania","investor","Value","$ Millions","Original",180.4
"7739",2014,12,"2014-15","Northern Territory","investor","Value","$ Millions","Original",205.6
"7740",2014,12,"2014-15","Australian Capital Territory","investor","Value","$ Millions","Original",394.7
"7741",2014,12,"2014-15","Total Australia","investor","Number","Number","Seasonally Adjusted",NA
"7742",2014,12,"2014-15","New South Wales","investor","Number","Number","Seasonally Adjusted",NA
"7743",2014,12,"2014-15","Victoria","investor","Number","Number","Seasonally Adjusted",NA
"7744",2014,12,"2014-15","Queensland","investor","Number","Number","Seasonally Adjusted",NA
"7745",2014,12,"2014-15","South Australia","investor","Number","Number","Seasonally Adjusted",NA
"7746",2014,12,"2014-15","Western Australia","investor","Number","Number","Seasonally Adjusted",NA
"7747",2014,12,"2014-15","Tasmania","investor","Number","Number","Seasonally Adjusted",NA
"7748",2014,12,"2014-15","Northern Territory","investor","Number","Number","Seasonally Adjusted",NA
"7749",2014,12,"2014-15","Australian Capital Territory","investor","Number","Number","Seasonally Adjusted",NA
"7750",2014,12,"2014-15","Total Australia","investor","Value","$ Millions","Seasonally Adjusted",25407.6
"7751",2014,12,"2014-15","New South Wales","investor","Value","$ Millions","Seasonally Adjusted",11072.4
"7752",2014,12,"2014-15","Victoria","investor","Value","$ Millions","Seasonally Adjusted",6040
"7753",2014,12,"2014-15","Queensland","investor","Value","$ Millions","Seasonally Adjusted",3914.8
"7754",2014,12,"2014-15","South Australia","investor","Value","$ Millions","Seasonally Adjusted",1151.4
"7755",2014,12,"2014-15","Western Australia","investor","Value","$ Millions","Seasonally Adjusted",2558.5
"7756",2014,12,"2014-15","Tasmania","investor","Value","$ Millions","Seasonally Adjusted",183
"7757",2014,12,"2014-15","Northern Territory","investor","Value","$ Millions","Seasonally Adjusted",192.3
"7758",2014,12,"2014-15","Australian Capital Territory","investor","Value","$ Millions","Seasonally Adjusted",379.9
"7759",2014,12,"2014-15","Total Australia","investor","Number","Number","Trend",NA
"7760",2014,12,"2014-15","New South Wales","investor","Number","Number","Trend",NA
"7761",2014,12,"2014-15","Victoria","investor","Number","Number","Trend",NA
"7762",2014,12,"2014-15","Queensland","investor","Number","Number","Trend",NA
"7763",2014,12,"2014-15","South Australia","investor","Number","Number","Trend",NA
"7764",2014,12,"2014-15","Western Australia","investor","Number","Number","Trend",NA
"7765",2014,12,"2014-15","Tasmania","investor","Number","Number","Trend",NA
"7766",2014,12,"2014-15","Northern Territory","investor","Number","Number","Trend",NA
"7767",2014,12,"2014-15","Australian Capital Territory","investor","Number","Number","Trend",NA
"7768",2014,12,"2014-15","Total Australia","investor","Value","$ Millions","Trend",25412.1
"7769",2014,12,"2014-15","New South Wales","investor","Value","$ Millions","Trend",11007.8
"7770",2014,12,"2014-15","Victoria","investor","Value","$ Millions","Trend",6076.5
"7771",2014,12,"2014-15","Queensland","investor","Value","$ Millions","Trend",3978.9
"7772",2014,12,"2014-15","South Australia","investor","Value","$ Millions","Trend",1149.2
"7773",2014,12,"2014-15","Western Australia","investor","Value","$ Millions","Trend",2498.2
"7774",2014,12,"2014-15","Tasmania","investor","Value","$ Millions","Trend",180.8
"7775",2014,12,"2014-15","Northern Territory","investor","Value","$ Millions","Trend",192.9
"7776",2014,12,"2014-15","Australian Capital Territory","investor","Value","$ Millions","Trend",373.1
"7777",2015,3,"2014-15","Total Australia","investor","Number","Number","Original",NA
"7778",2015,3,"2014-15","New South Wales","investor","Number","Number","Original",NA
"7779",2015,3,"2014-15","Victoria","investor","Number","Number","Original",NA
"7780",2015,3,"2014-15","Queensland","investor","Number","Number","Original",NA
"7781",2015,3,"2014-15","South Australia","investor","Number","Number","Original",NA
"7782",2015,3,"2014-15","Western Australia","investor","Number","Number","Original",NA
"7783",2015,3,"2014-15","Tasmania","investor","Number","Number","Original",NA
"7784",2015,3,"2014-15","Northern Territory","investor","Number","Number","Original",NA
"7785",2015,3,"2014-15","Australian Capital Territory","investor","Number","Number","Original",NA
"7786",2015,3,"2014-15","Total Australia","investor","Value","$ Millions","Original",23036.2
"7787",2015,3,"2014-15","New South Wales","investor","Value","$ Millions","Original",9895.9
"7788",2015,3,"2014-15","Victoria","investor","Value","$ Millions","Original",5526.5
"7789",2015,3,"2014-15","Queensland","investor","Value","$ Millions","Original",3725.4
"7790",2015,3,"2014-15","South Australia","investor","Value","$ Millions","Original",1094.1
"7791",2015,3,"2014-15","Western Australia","investor","Value","$ Millions","Original",2129.3
"7792",2015,3,"2014-15","Tasmania","investor","Value","$ Millions","Original",176.5
"7793",2015,3,"2014-15","Northern Territory","investor","Value","$ Millions","Original",142.9
"7794",2015,3,"2014-15","Australian Capital Territory","investor","Value","$ Millions","Original",345.6
"7795",2015,3,"2014-15","Total Australia","investor","Number","Number","Seasonally Adjusted",NA
"7796",2015,3,"2014-15","New South Wales","investor","Number","Number","Seasonally Adjusted",NA
"7797",2015,3,"2014-15","Victoria","investor","Number","Number","Seasonally Adjusted",NA
"7798",2015,3,"2014-15","Queensland","investor","Number","Number","Seasonally Adjusted",NA
"7799",2015,3,"2014-15","South Australia","investor","Number","Number","Seasonally Adjusted",NA
"7800",2015,3,"2014-15","Western Australia","investor","Number","Number","Seasonally Adjusted",NA
"7801",2015,3,"2014-15","Tasmania","investor","Number","Number","Seasonally Adjusted",NA
"7802",2015,3,"2014-15","Northern Territory","investor","Number","Number","Seasonally Adjusted",NA
"7803",2015,3,"2014-15","Australian Capital Territory","investor","Number","Number","Seasonally Adjusted",NA
"7804",2015,3,"2014-15","Total Australia","investor","Value","$ Millions","Seasonally Adjusted",25947
"7805",2015,3,"2014-15","New South Wales","investor","Value","$ Millions","Seasonally Adjusted",11523.6
"7806",2015,3,"2014-15","Victoria","investor","Value","$ Millions","Seasonally Adjusted",6303
"7807",2015,3,"2014-15","Queensland","investor","Value","$ Millions","Seasonally Adjusted",4056.6
"7808",2015,3,"2014-15","South Australia","investor","Value","$ Millions","Seasonally Adjusted",1172
"7809",2015,3,"2014-15","Western Australia","investor","Value","$ Millions","Seasonally Adjusted",2282.3
"7810",2015,3,"2014-15","Tasmania","investor","Value","$ Millions","Seasonally Adjusted",176.7
"7811",2015,3,"2014-15","Northern Territory","investor","Value","$ Millions","Seasonally Adjusted",153.5
"7812",2015,3,"2014-15","Australian Capital Territory","investor","Value","$ Millions","Seasonally Adjusted",388
"7813",2015,3,"2014-15","Total Australia","investor","Number","Number","Trend",NA
"7814",2015,3,"2014-15","New South Wales","investor","Number","Number","Trend",NA
"7815",2015,3,"2014-15","Victoria","investor","Number","Number","Trend",NA
"7816",2015,3,"2014-15","Queensland","investor","Number","Number","Trend",NA
"7817",2015,3,"2014-15","South Australia","investor","Number","Number","Trend",NA
"7818",2015,3,"2014-15","Western Australia","investor","Number","Number","Trend",NA
"7819",2015,3,"2014-15","Tasmania","investor","Number","Number","Trend",NA
"7820",2015,3,"2014-15","Northern Territory","investor","Number","Number","Trend",NA
"7821",2015,3,"2014-15","Australian Capital Territory","investor","Number","Number","Trend",NA
"7822",2015,3,"2014-15","Total Australia","investor","Value","$ Millions","Trend",26181.4
"7823",2015,3,"2014-15","New South Wales","investor","Value","$ Millions","Trend",11605.2
"7824",2015,3,"2014-15","Victoria","investor","Value","$ Millions","Trend",6270.2
"7825",2015,3,"2014-15","Queensland","investor","Value","$ Millions","Trend",4068.9
"7826",2015,3,"2014-15","South Australia","investor","Value","$ Millions","Trend",1187.7
"7827",2015,3,"2014-15","Western Australia","investor","Value","$ Millions","Trend",2342.2
"7828",2015,3,"2014-15","Tasmania","investor","Value","$ Millions","Trend",179.1
"7829",2015,3,"2014-15","Northern Territory","investor","Value","$ Millions","Trend",161.4
"7830",2015,3,"2014-15","Australian Capital Territory","investor","Value","$ Millions","Trend",391.3
"7831",2015,6,"2014-15","Total Australia","investor","Number","Number","Original",NA
"7832",2015,6,"2014-15","New South Wales","investor","Number","Number","Original",NA
"7833",2015,6,"2014-15","Victoria","investor","Number","Number","Original",NA
"7834",2015,6,"2014-15","Queensland","investor","Number","Number","Original",NA
"7835",2015,6,"2014-15","South Australia","investor","Number","Number","Original",NA
"7836",2015,6,"2014-15","Western Australia","investor","Number","Number","Original",NA
"7837",2015,6,"2014-15","Tasmania","investor","Number","Number","Original",NA
"7838",2015,6,"2014-15","Northern Territory","investor","Number","Number","Original",NA
"7839",2015,6,"2014-15","Australian Capital Territory","investor","Number","Number","Original",NA
"7840",2015,6,"2014-15","Total Australia","investor","Value","$ Millions","Original",27928.3
"7841",2015,6,"2014-15","New South Wales","investor","Value","$ Millions","Original",12486.4
"7842",2015,6,"2014-15","Victoria","investor","Value","$ Millions","Original",6810
"7843",2015,6,"2014-15","Queensland","investor","Value","$ Millions","Original",4317.2
"7844",2015,6,"2014-15","South Australia","investor","Value","$ Millions","Original",1273.3
"7845",2015,6,"2014-15","Western Australia","investor","Value","$ Millions","Original",2295.1
"7846",2015,6,"2014-15","Tasmania","investor","Value","$ Millions","Original",181.9
"7847",2015,6,"2014-15","Northern Territory","investor","Value","$ Millions","Original",135.1
"7848",2015,6,"2014-15","Australian Capital Territory","investor","Value","$ Millions","Original",429.4
"7849",2015,6,"2014-15","Total Australia","investor","Number","Number","Seasonally Adjusted",NA
"7850",2015,6,"2014-15","New South Wales","investor","Number","Number","Seasonally Adjusted",NA
"7851",2015,6,"2014-15","Victoria","investor","Number","Number","Seasonally Adjusted",NA
"7852",2015,6,"2014-15","Queensland","investor","Number","Number","Seasonally Adjusted",NA
"7853",2015,6,"2014-15","South Australia","investor","Number","Number","Seasonally Adjusted",NA
"7854",2015,6,"2014-15","Western Australia","investor","Number","Number","Seasonally Adjusted",NA
"7855",2015,6,"2014-15","Tasmania","investor","Number","Number","Seasonally Adjusted",NA
"7856",2015,6,"2014-15","Northern Territory","investor","Number","Number","Seasonally Adjusted",NA
"7857",2015,6,"2014-15","Australian Capital Territory","investor","Number","Number","Seasonally Adjusted",NA
"7858",2015,6,"2014-15","Total Australia","investor","Value","$ Millions","Seasonally Adjusted",26109.1
"7859",2015,6,"2014-15","New South Wales","investor","Value","$ Millions","Seasonally Adjusted",11651.6
"7860",2015,6,"2014-15","Victoria","investor","Value","$ Millions","Seasonally Adjusted",6257.2
"7861",2015,6,"2014-15","Queensland","investor","Value","$ Millions","Seasonally Adjusted",4102.4
"7862",2015,6,"2014-15","South Australia","investor","Value","$ Millions","Seasonally Adjusted",1209.8
"7863",2015,6,"2014-15","Western Australia","investor","Value","$ Millions","Seasonally Adjusted",2098.4
"7864",2015,6,"2014-15","Tasmania","investor","Value","$ Millions","Seasonally Adjusted",175.9
"7865",2015,6,"2014-15","Northern Territory","investor","Value","$ Millions","Seasonally Adjusted",134.7
"7866",2015,6,"2014-15","Australian Capital Territory","investor","Value","$ Millions","Seasonally Adjusted",392.5
"7867",2015,6,"2014-15","Total Australia","investor","Number","Number","Trend",NA
"7868",2015,6,"2014-15","New South Wales","investor","Number","Number","Trend",NA
"7869",2015,6,"2014-15","Victoria","investor","Number","Number","Trend",NA
"7870",2015,6,"2014-15","Queensland","investor","Number","Number","Trend",NA
"7871",2015,6,"2014-15","South Australia","investor","Number","Number","Trend",NA
"7872",2015,6,"2014-15","Western Australia","investor","Number","Number","Trend",NA
"7873",2015,6,"2014-15","Tasmania","investor","Number","Number","Trend",NA
"7874",2015,6,"2014-15","Northern Territory","investor","Number","Number","Trend",NA
"7875",2015,6,"2014-15","Australian Capital Territory","investor","Number","Number","Trend",NA
"7876",2015,6,"2014-15","Total Australia","investor","Value","$ Millions","Trend",25304.8
"7877",2015,6,"2014-15","New South Wales","investor","Value","$ Millions","Trend",11249.4
"7878",2015,6,"2014-15","Victoria","investor","Value","$ Millions","Trend",6099.1
